case,process,order,variant,batch,sample,event_us,host_us
n65536_q32_r300,1,BA,A,64,4,231.725006,231.823969
n65536_q32_r300,1,BA,A,64,5,231.755493,231.846219
n65536_q32_r300,1,BA,A,64,6,231.642502,231.741312
n65536_q32_r300,1,BA,A,64,7,231.744003,231.841312
n65536_q32_r300,1,BA,A,64,8,231.647995,231.746578
n65536_q32_r300,1,BA,A,64,9,231.7285,231.825469
n65536_q32_r300,1,BA,A,64,10,231.6465,231.745328
n65536_q32_r300,1,BA,A,64,11,231.583511,231.666141
n65536_q32_r300,1,BA,A,64,12,231.660507,231.747766
n65536_q32_r300,1,BA,A,64,13,231.709488,231.806297
n65536_q32_r300,1,BA,A,64,14,231.729004,231.825375
n65536_q32_r300,1,BA,A,64,15,231.632507,231.7305
n65536_q32_r300,1,BA,A,64,16,231.662491,231.762063
n65536_q32_r300,1,BA,A,64,17,231.582489,231.678547
n65536_q32_r300,1,BA,A,64,18,231.698013,231.796391
n65536_q32_r300,1,BA,A,64,19,231.616013,231.717953
n65536_q32_r300,2,AB,A,1,0,238.783997,252.59
n65536_q32_r300,2,AB,A,1,1,236.447998,242.812
n65536_q32_r300,2,AB,A,1,2,233.119995,239.484
n65536_q32_r300,2,AB,A,1,3,235.584,241.967
n65536_q32_r300,2,AB,A,1,4,235.199997,241.393
n65536_q32_r300,2,AB,A,1,5,235.520004,242.919
n65536_q32_r300,2,AB,A,1,6,235.584,241.851
n65536_q32_r300,2,AB,A,1,7,233.503998,239.974
n65536_q32_r300,2,AB,A,1,8,235.264008,241.296
n65536_q32_r300,2,AB,A,1,9,232.544006,238.905
n65536_q32_r300,2,AB,A,1,10,235.584,241.805
n65536_q32_r300,2,AB,A,1,11,232.480011,239.009
n65536_q32_r300,2,AB,A,1,12,232.672012,239.329
n65536_q32_r300,2,AB,A,1,13,235.520004,241.95
n65536_q32_r300,2,AB,A,1,14,234.59201,240.744
n65536_q32_r300,2,AB,A,1,15,234.623993,241.016
n65536_q32_r300,2,AB,A,1,16,234.528,240.869
n65536_q32_r300,2,AB,A,1,17,235.391998,240.879
n65536_q32_r300,2,AB,A,1,18,235.456009,240.959
n65536_q32_r300,2,AB,A,1,19,233.472,238.887
n65536_q32_r300,2,AB,A,1,20,234.272003,239.622
n65536_q32_r300,2,AB,A,1,21,232.544006,238.878
n65536_q32_r300,2,AB,A,1,22,234.623993,240.916
n65536_q32_r300,2,AB,A,1,23,235.64801,242.102
n65536_q32_r300,2,AB,A,1,24,235.584,241.745
n65536_q32_r300,2,AB,A,1,25,234.496002,240.869
n65536_q32_r300,2,AB,A,1,26,235.584,241.917
n65536_q32_r300,2,AB,A,1,27,232.576004,238.934
n65536_q32_r300,2,AB,A,1,28,233.311996,240.04
n65536_q32_r300,2,AB,A,1,29,235.615997,241.771
n65536_q32_r300,2,AB,A,1,30,232.511993,238.762
n65536_q32_r300,2,AB,A,1,31,234.623993,241.112
n65536_q32_r300,2,AB,A,1,32,234.431992,240.813
n65536_q32_r300,2,AB,A,1,33,235.552002,241.703
n65536_q32_r300,2,AB,A,1,34,232.576004,238.792
n65536_q32_r300,2,AB,A,1,35,234.59201,240.913
n65536_q32_r300,2,AB,A,1,36,233.567993,240.045
n65536_q32_r300,2,AB,A,1,37,232.447998,238.675
n65536_q32_r300,2,AB,A,1,38,234.656006,240.963
n65536_q32_r300,2,AB,A,1,39,232.576004,238.998
n65536_q32_r300,2,AB,A,1,40,233.567993,239.982
n65536_q32_r300,2,AB,A,1,41,234.59201,240.752
n65536_q32_r300,2,AB,A,1,42,235.584,241.856
n65536_q32_r300,2,AB,A,1,43,234.623993,241.098
n65536_q32_r300,2,AB,A,1,44,234.367996,240.922
n65536_q32_r300,2,AB,A,1,45,233.503998,239.782
n65536_q32_r300,2,AB,A,1,46,234.59201,240.831
n65536_q32_r300,2,AB,A,1,47,234.623993,241.093
n65536_q32_r300,2,AB,A,1,48,234.59201,240.901
n65536_q32_r300,2,AB,A,1,49,235.584,241.66
n65536_q32_r300,2,AB,A,1,50,232.576004,239.094
n65536_q32_r300,2,AB,A,1,51,234.528,240.852
n65536_q32_r300,2,AB,A,1,52,233.536011,239.939
n65536_q32_r300,2,AB,A,1,53,232.576004,238.768
n65536_q32_r300,2,AB,A,1,54,233.536011,239.973
n65536_q32_r300,2,AB,A,1,55,232.544006,238.74
n65536_q32_r300,2,AB,A,1,56,233.536011,239.899
n65536_q32_r300,2,AB,A,1,57,233.024002,242.116
n65536_q32_r300,2,AB,A,1,58,235.584,241.663
n65536_q32_r300,2,AB,A,1,59,232.480011,238.8
n65536_q32_r300,2,AB,A,1,60,234.528,240.943
n65536_q32_r300,2,AB,A,1,61,235.584,242.167
n65536_q32_r300,2,AB,A,1,62,234.656006,240.696
n65536_q32_r300,2,AB,A,1,63,233.567993,239.952
n65536_q32_r300,2,AB,A,1,64,232.544006,238.868
n65536_q32_r300,2,AB,A,1,65,234.559998,240.954
n65536_q32_r300,2,AB,A,1,66,232.608002,238.82
n65536_q32_r300,2,AB,A,1,67,234.528,240.881
n65536_q32_r300,2,AB,A,1,68,234.59201,240.979
n65536_q32_r300,2,AB,A,1,69,235.264008,241.738
n65536_q32_r300,2,AB,A,1,70,235.584,241.866
n65536_q32_r300,2,AB,A,1,71,232.511993,238.918
n65536_q32_r300,2,AB,A,1,72,235.615997,241.915
n65536_q32_r300,2,AB,A,1,73,234.559998,241.042
n65536_q32_r300,2,AB,A,1,74,235.584,241.775
n65536_q32_r300,2,AB,A,1,75,234.528,240.949
n65536_q32_r300,2,AB,A,1,76,234.496002,239.984
n65536_q32_r300,2,AB,A,1,77,236.639999,241.216
n65536_q32_r300,2,AB,A,1,78,234.143997,240.474
n65536_q32_r300,2,AB,A,1,79,233.567993,239.492
n65536_q32_r300,2,AB,A,1,80,232.639999,239.332
n65536_q32_r300,2,AB,A,1,81,234.623993,241.068
n65536_q32_r300,2,AB,A,1,82,234.623993,240.886
n65536_q32_r300,2,AB,A,1,83,234.528,240.935
n65536_q32_r300,2,AB,A,1,84,235.552002,241.991
n65536_q32_r300,2,AB,A,1,85,234.528,240.86
n65536_q32_r300,2,AB,A,1,86,235.584,242.032
n65536_q32_r300,2,AB,A,1,87,234.623993,240.974
n65536_q32_r300,2,AB,A,1,88,235.552002,241.922
n65536_q32_r300,2,AB,A,1,89,234.528,240.903
n65536_q32_r300,2,AB,A,1,90,235.615997,242.063
n65536_q32_r300,2,AB,A,1,91,234.59201,239.833
n65536_q32_r300,2,AB,A,1,92,236.287994,241.944
n65536_q32_r300,2,AB,A,1,93,235.552002,241.999
n65536_q32_r300,2,AB,A,1,94,234.688004,241.018
n65536_q32_r300,2,AB,A,1,95,235.744003,241.909
n65536_q32_r300,2,AB,A,1,96,235.807999,241.547
n65536_q32_r300,2,AB,A,1,97,235.072006,241.365
n65536_q32_r300,2,AB,A,1,98,234.559998,240.943
n65536_q32_r300,2,AB,A,1,99,235.64801,241.897
n65536_q32_r300,2,AB,A,64,0,231.631989,231.734672
n65536_q32_r300,2,AB,A,64,1,231.62851,231.729891
n65536_q32_r300,2,AB,A,64,2,231.626495,231.725016
n65536_q32_r300,2,AB,A,64,3,231.629501,231.731422
n65536_q32_r300,2,AB,A,64,4,231.791,231.893031
n65536_q32_r300,2,AB,A,64,5,231.893997,231.998156
n65536_q32_r300,2,AB,A,64,6,231.626495,231.728438
n65536_q32_r300,2,AB,A,64,7,231.66449,231.763906
n65536_q32_r300,2,AB,A,64,8,231.634491,231.745484
n65536_q32_r300,2,AB,A,64,9,231.613998,231.701156
n65536_q32_r300,2,AB,A,64,10,231.882492,231.967859
n65536_q32_r300,2,AB,A,64,11,231.790497,231.892328
n65536_q32_r300,2,AB,A,64,12,231.645493,231.747844
n65536_q32_r300,2,AB,A,64,13,231.869003,231.968016
n65536_q32_r300,2,AB,A,64,14,231.664993,231.762859
n65536_q32_r300,2,AB,A,64,15,231.680496,231.771859
n65536_q32_r300,2,AB,A,64,16,231.833496,231.929266
n65536_q32_r300,2,AB,A,64,17,231.726013,231.825359
n65536_q32_r300,2,AB,A,64,18,231.66301,231.765562
n65536_q32_r300,2,AB,A,64,19,231.707001,231.808016
n65536_q32_r300,2,AB,B,1,0,210.495987,218.518
n65536_q32_r300,2,AB,B,1,1,206.304001,212.592
n65536_q32_r300,2,AB,B,1,2,207.680008,213.926
n65536_q32_r300,2,AB,B,1,3,209.056,215.229
n65536_q32_r300,2,AB,B,1,4,207.968002,214.534
n65536_q32_r300,2,AB,B,1,5,207.519989,213.709
n65536_q32_r300,2,AB,B,1,6,212.031998,218.28
n65536_q32_r300,2,AB,B,1,7,211.071991,217.234
n65536_q32_r300,2,AB,B,1,8,211.007996,217.417
n65536_q32_r300,2,AB,B,1,9,206.847992,212.595
n65536_q32_r300,2,AB,B,1,10,207.552002,213.602
n65536_q32_r300,2,AB,B,1,11,208.76799,215.303
n65536_q32_r300,2,AB,B,1,12,206.81601,213.158
n65536_q32_r300,2,AB,B,1,13,210.015991,216.517
n65536_q32_r300,2,AB,B,1,14,205.535995,211.844
n65536_q32_r300,2,AB,B,1,15,207.936005,214.255
n65536_q32_r300,2,AB,B,1,16,210.87999,217.323
n65536_q32_r300,2,AB,B,1,17,207.903992,214.196
n65536_q32_r300,2,AB,B,1,18,206.847992,213.506
n65536_q32_r300,2,AB,B,1,19,207.776001,213.963
n65536_q32_r300,2,AB,B,1,20,208.928009,215.292
n65536_q32_r300,2,AB,B,1,21,206.944,213.295
n65536_q32_r300,2,AB,B,1,22,208.992004,215.573
n65536_q32_r300,2,AB,B,1,23,209.759995,216.019
n65536_q32_r300,2,AB,B,1,24,210.975998,217.29
n65536_q32_r300,2,AB,B,1,25,210.048004,216.342
n65536_q32_r300,2,AB,B,1,26,208.511993,215.206
n65536_q32_r300,2,AB,B,1,27,206.975998,213.414
n65536_q32_r300,2,AB,B,1,28,207.807999,213.9
n65536_q32_r300,2,AB,B,1,29,208.895996,215.22
n65536_q32_r300,2,AB,B,1,30,209.024002,215.33
n65536_q32_r300,2,AB,B,1,31,210.944,217.362
n65536_q32_r300,2,AB,B,1,32,212.031998,218.61
n65536_q32_r300,2,AB,B,1,33,211.839996,217.894
n65536_q32_r300,2,AB,B,1,34,207.936005,214.282
n65536_q32_r300,2,AB,B,1,35,208.959991,215.276
n65536_q32_r300,2,AB,B,1,36,210.048004,216.659
n65536_q32_r300,2,AB,B,1,37,207.680008,213.962
n65536_q32_r300,2,AB,B,1,38,207.968002,214.328
n65536_q32_r300,2,AB,B,1,39,208.992004,215.367
n65536_q32_r300,2,AB,B,1,40,208.959991,215.418
n65536_q32_r300,2,AB,B,1,41,212.0,218.584
n65536_q32_r300,2,AB,B,1,42,209.087997,215.421
n65536_q32_r300,2,AB,B,1,43,206.751999,213.274
n65536_q32_r300,2,AB,B,1,44,206.880005,213.216
n65536_q32_r300,2,AB,B,1,45,208.992004,215.652
n65536_q32_r300,2,AB,B,1,46,208.863998,215.042
n65536_q32_r300,2,AB,B,1,47,206.880005,213.3
n65536_q32_r300,2,AB,B,1,48,206.912003,213.212
n65536_q32_r300,2,AB,B,1,49,210.015991,216.174
n65536_q32_r300,2,AB,B,1,50,208.959991,215.611
n65536_q32_r300,2,AB,B,1,51,207.647995,213.825
n65536_q32_r300,2,AB,B,1,52,209.024002,215.369
n65536_q32_r300,2,AB,B,1,53,210.048004,215.428
n65536_q32_r300,2,AB,B,1,54,209.056,214.301
n65536_q32_r300,2,AB,B,1,55,210.87999,216.503
n65536_q32_r300,2,AB,B,1,56,209.727997,214.89
n65536_q32_r300,2,AB,B,1,57,223.455994,228.64
n65536_q32_r300,2,AB,B,1,58,221.151993,227.64
n65536_q32_r300,2,AB,B,1,59,223.231995,229.904
n65536_q32_r300,2,AB,B,1,60,222.143997,228.231
n65536_q32_r300,2,AB,B,1,61,223.327988,229.548
n65536_q32_r300,2,AB,B,1,62,218.080002,224.578
n65536_q32_r300,2,AB,B,1,63,212.992004,219.383
n65536_q32_r300,2,AB,B,1,64,216.031998,222.594
n65536_q32_r300,2,AB,B,1,65,212.031998,218.182
n65536_q32_r300,2,AB,B,1,66,215.968002,222.483
n65536_q32_r300,2,AB,B,1,67,217.216003,223.535
n65536_q32_r300,2,AB,B,1,68,213.024002,219.467
n65536_q32_r300,2,AB,B,1,69,213.056,219.381
n65536_q32_r300,2,AB,B,1,70,213.056,219.32
n65536_q32_r300,2,AB,B,1,71,213.024002,219.177
n65536_q32_r300,2,AB,B,1,72,213.599991,219.698
n65536_q32_r300,2,AB,B,1,73,215.136002,221.479
n65536_q32_r300,2,AB,B,1,74,213.119995,219.227
n65536_q32_r300,2,AB,B,1,75,216.959991,223.106
n65536_q32_r300,2,AB,B,1,76,214.240005,219.456
n65536_q32_r300,2,AB,B,1,77,217.184006,223.596
n65536_q32_r300,2,AB,B,1,78,211.007996,217.299
n65536_q32_r300,2,AB,B,1,79,214.016006,220.376
n65536_q32_r300,2,AB,B,1,80,212.992004,218.464
n65536_q32_r300,2,AB,B,1,81,213.919998,218.345
n65536_q32_r300,2,AB,B,1,82,214.016006,218.678
n65536_q32_r300,2,AB,B,1,83,213.535995,218.942
n65536_q32_r300,2,AB,B,1,84,211.040009,216.787
n65536_q32_r300,2,AB,B,1,85,213.76001,219.892
n65536_q32_r300,2,AB,B,1,86,215.008011,221.503
n65536_q32_r300,2,AB,B,1,87,214.112,220.287
n65536_q32_r300,2,AB,B,1,88,215.104004,221.398
n65536_q32_r300,2,AB,B,1,89,211.904007,218.307
n65536_q32_r300,2,AB,B,1,90,212.832001,219.309
n65536_q32_r300,2,AB,B,1,91,217.151993,223.683
n65536_q32_r300,2,AB,B,1,92,216.160004,222.43
n65536_q32_r300,2,AB,B,1,93,213.088013,219.355
n65536_q32_r300,2,AB,B,1,94,211.936005,218.43
n65536_q32_r300,2,AB,B,1,95,213.119995,219.422
n65536_q32_r300,2,AB,B,1,96,214.112,220.287
n65536_q32_r300,2,AB,B,1,97,213.088013,219.422
n65536_q32_r300,2,AB,B,1,98,213.056,219.414
n65536_q32_r300,2,AB,B,1,99,211.071991,217.533
n65536_q32_r300,2,AB,B,64,0,212.477997,212.563516
n65536_q32_r300,2,AB,B,64,1,213.177002,213.262109
n65536_q32_r300,2,AB,B,64,2,212.768997,212.866312
n65536_q32_r300,2,AB,B,64,3,212.957993,213.057516
n65536_q32_r300,2,AB,B,64,4,212.992996,213.092516
n65536_q32_r300,2,AB,B,64,5,212.866501,212.969562
n65536_q32_r300,2,AB,B,64,6,213.1035,213.201672
n65536_q32_r300,2,AB,B,64,7,212.749496,212.849344
n65536_q32_r300,2,AB,B,64,8,212.672989,212.772031
n65536_q32_r300,2,AB,B,64,9,213.437012,213.522484
n65536_q32_r300,2,AB,B,64,10,212.826508,212.901766
n65536_q32_r300,2,AB,B,64,11,212.709991,212.799297
n65536_q32_r300,2,AB,B,64,12,212.567993,212.670266
n65536_q32_r300,2,AB,B,64,13,212.910995,213.010531
n65536_q32_r300,2,AB,B,64,14,212.878006,212.980141
n65536_q32_r300,2,AB,B,64,15,212.759491,212.858672
n65536_q32_r300,2,AB,B,64,16,212.847992,212.946344
n65536_q32_r300,2,AB,B,64,17,212.785004,212.88125
n65536_q32_r300,2,AB,B,64,18,212.608505,212.707609
n65536_q32_r300,2,AB,B,64,19,212.759995,212.860031
n65536_q32_r300,3,BA,B,1,0,223.839996,241.833
n65536_q32_r300,3,BA,B,1,1,217.727997,225.475
n65536_q32_r300,3,BA,B,1,2,216.639999,224.019
n65536_q32_r300,3,BA,B,1,3,215.423996,222.56
n65536_q32_r300,3,BA,B,1,4,217.567993,224.72
n65536_q32_r300,3,BA,B,1,5,219.168015,226.233
n65536_q32_r300,3,BA,B,1,6,218.367996,225.23
n65536_q32_r300,3,BA,B,1,7,214.944,221.998
n65536_q32_r300,3,BA,B,1,8,215.519989,222.866
n65536_q32_r300,3,BA,B,1,9,214.080002,222.753
n65536_q32_r300,3,BA,B,1,10,221.535995,229.187
n65536_q32_r300,3,BA,B,1,11,215.391998,222.299
n65536_q32_r300,3,BA,B,1,12,215.807999,222.784
n65536_q32_r300,3,BA,B,1,13,214.783997,221.646
n65536_q32_r300,3,BA,B,1,14,214.688004,222.14
n65536_q32_r300,3,BA,B,1,15,218.399994,225.307
n65536_q32_r300,3,BA,B,1,16,213.248001,220.002
n65536_q32_r300,3,BA,B,1,17,211.776001,218.725
n65536_q32_r300,3,BA,B,1,18,212.608002,219.002
n65536_q32_r300,3,BA,B,1,19,215.488007,222.441
n65536_q32_r300,3,BA,B,1,20,217.024002,223.792
n65536_q32_r300,3,BA,B,1,21,216.928009,223.189
n65536_q32_r300,3,BA,B,1,22,212.70401,219.224
n65536_q32_r300,3,BA,B,1,23,212.447998,219.342
n65536_q32_r300,3,BA,B,1,24,215.296005,221.742
n65536_q32_r300,3,BA,B,1,25,214.655991,221.252
n65536_q32_r300,3,BA,B,1,26,214.688004,221.122
n65536_q32_r300,3,BA,B,1,27,212.416,219.176
n65536_q32_r300,3,BA,B,1,28,214.751999,221.372
n65536_q32_r300,3,BA,B,1,29,211.647995,218.821
n65536_q32_r300,3,BA,B,1,30,214.655991,221.124
n65536_q32_r300,3,BA,B,1,31,212.447998,219.13
n65536_q32_r300,3,BA,B,1,32,210.687988,217.397
n65536_q32_r300,3,BA,B,1,33,214.080002,220.706
n65536_q32_r300,3,BA,B,1,34,212.543991,219.16
n65536_q32_r300,3,BA,B,1,35,214.496002,221.189
n65536_q32_r300,3,BA,B,1,36,214.655991,221.113
n65536_q32_r300,3,BA,B,1,37,210.559998,217.414
n65536_q32_r300,3,BA,B,1,38,213.343994,219.778
n65536_q32_r300,3,BA,B,1,39,212.608002,219.244
n65536_q32_r300,3,BA,B,1,40,214.720001,221.172
n65536_q32_r300,3,BA,B,1,41,212.28801,219.277
n65536_q32_r300,3,BA,B,1,42,213.376007,219.874
n65536_q32_r300,3,BA,B,1,43,214.688004,221.271
n65536_q32_r300,3,BA,B,1,44,210.912003,216.194
n65536_q32_r300,3,BA,B,1,45,215.647995,221.227
n65536_q32_r300,3,BA,B,1,46,214.591995,221.369
n65536_q32_r300,3,BA,B,1,47,215.039993,220.666
n65536_q32_r300,3,BA,B,1,48,213.024002,219.447
n65536_q32_r300,3,BA,B,1,49,212.479996,219.056
n65536_q32_r300,3,BA,B,1,50,214.783997,221.543
n65536_q32_r300,3,BA,B,1,51,215.072006,221.797
n65536_q32_r300,3,BA,B,1,52,210.783997,217.19
n65536_q32_r300,3,BA,B,1,53,212.543991,219.195
n65536_q32_r300,3,BA,B,1,54,212.70401,219.251
n65536_q32_r300,3,BA,B,1,55,214.399994,221.343
n65536_q32_r300,3,BA,B,1,56,212.384003,218.887
n65536_q32_r300,3,BA,B,1,57,214.463989,221.103
n65536_q32_r300,3,BA,B,1,58,212.576004,219.068
n65536_q32_r300,3,BA,B,1,59,212.512009,219.341
n65536_q32_r300,3,BA,B,1,60,214.335999,220.827
n65536_q32_r300,3,BA,B,1,61,210.17601,217.217
n65536_q32_r300,3,BA,B,1,62,210.687988,216.472
n65536_q32_r300,3,BA,B,1,63,211.104004,216.917
n65536_q32_r300,3,BA,B,1,64,212.576004,218.117
n65536_q32_r300,3,BA,B,1,65,215.391998,220.953
n65536_q32_r300,3,BA,B,1,66,212.800003,219.125
n65536_q32_r300,3,BA,B,1,67,215.647995,221.131
n65536_q32_r300,3,BA,B,1,68,213.599991,221.447
n65536_q32_r300,3,BA,B,1,69,212.160004,218.797
n65536_q32_r300,3,BA,B,1,70,215.231995,223.17
n65536_q32_r300,3,BA,B,1,71,214.559998,220.231
n65536_q32_r300,3,BA,B,1,72,211.551987,216.117
n65536_q32_r300,3,BA,B,1,73,211.423996,216.133
n65536_q32_r300,3,BA,B,1,74,214.399994,218.956
n65536_q32_r300,3,BA,B,1,75,212.28801,219.187
n65536_q32_r300,3,BA,B,1,76,214.783997,221.102
n65536_q32_r300,3,BA,B,1,77,211.104004,217.008
n65536_q32_r300,3,BA,B,1,78,215.231995,221.302
n65536_q32_r300,3,BA,B,1,79,213.311996,220.0
n65536_q32_r300,3,BA,B,1,80,216.544006,222.913
n65536_q32_r300,3,BA,B,1,81,214.655991,220.274
n65536_q32_r300,3,BA,B,1,82,216.671997,223.327
n65536_q32_r300,3,BA,B,1,83,214.944,221.153
n65536_q32_r300,3,BA,B,1,84,214.720001,221.357
n65536_q32_r300,3,BA,B,1,85,215.231995,221.842
n65536_q32_r300,3,BA,B,1,86,214.912003,221.345
n65536_q32_r300,3,BA,B,1,87,211.455994,218.109
n65536_q32_r300,3,BA,B,1,88,214.655991,221.162
n65536_q32_r300,3,BA,B,1,89,211.455994,218.2
n65536_q32_r300,3,BA,B,1,90,214.751999,221.225
n65536_q32_r300,3,BA,B,1,91,214.528,221.353
n65536_q32_r300,3,BA,B,1,92,213.664001,220.083
n65536_q32_r300,3,BA,B,1,93,214.080002,221.224
n65536_q32_r300,3,BA,B,1,94,216.736008,223.162
n65536_q32_r300,3,BA,B,1,95,214.559998,221.131
n65536_q32_r300,3,BA,B,1,96,214.880005,221.351
n65536_q32_r300,3,BA,B,1,97,210.272003,216.978
n65536_q32_r300,3,BA,B,1,98,212.671997,219.091
n65536_q32_r300,3,BA,B,1,99,212.608002,219.229
n65536_q32_r300,3,BA,B,64,0,212.441498,212.548031
n65536_q32_r300,3,BA,B,64,1,212.102509,212.210734
n65536_q32_r300,3,BA,B,64,2,212.206497,212.314016
n65536_q32_r300,3,BA,B,64,3,212.387497,212.479187
n65536_q32_r300,3,BA,B,64,4,212.292007,212.383
n65536_q32_r300,3,BA,B,64,5,212.285995,212.386625
n65536_q32_r300,3,BA,B,64,6,212.365005,212.473391
n65536_q32_r300,3,BA,B,64,7,212.405502,212.510484
n65536_q32_r300,3,BA,B,64,8,212.242004,212.348578
n65536_q32_r300,3,BA,B,64,9,215.970001,216.0795
n65536_q32_r300,3,BA,B,64,10,212.335007,212.441328
n65536_q32_r300,3,BA,B,64,11,212.10701,212.218484
n65536_q32_r300,3,BA,B,64,12,212.447006,212.55725
n65536_q32_r300,3,BA,B,64,13,212.351501,212.461266
n65536_q32_r300,3,BA,B,64,14,212.229004,212.336109
n65536_q32_r300,3,BA,B,64,15,212.257507,212.363594
n65536_q32_r300,3,BA,B,64,16,212.434494,212.541969
n65536_q32_r300,3,BA,B,64,17,212.21199,212.303078
n65536_q32_r300,3,BA,B,64,18,212.3535,212.457703
n65536_q32_r300,3,BA,B,64,19,212.258499,212.369766
n65536_q32_r300,3,BA,A,1,0,236.800003,245.362
n65536_q32_r300,3,BA,A,1,1,235.167999,242.392
n65536_q32_r300,3,BA,A,1,2,235.456009,242.208
n65536_q32_r300,3,BA,A,1,3,233.888,239.518
n65536_q32_r300,3,BA,A,1,4,234.047989,240.721
n65536_q32_r300,3,BA,A,1,5,235.136002,241.814
n65536_q32_r300,3,BA,A,1,6,235.615997,242.17
n65536_q32_r300,3,BA,A,1,7,235.264008,241.756
n65536_q32_r300,3,BA,A,1,8,236.0,242.634
n65536_q32_r300,3,BA,A,1,9,233.951996,240.708
n65536_q32_r300,3,BA,A,1,10,235.64801,242.085
n65536_q32_r300,3,BA,A,1,11,236.128006,242.649
n65536_q32_r300,3,BA,A,1,12,235.199997,241.62
n65536_q32_r300,3,BA,A,1,13,235.231995,241.8
n65536_q32_r300,3,BA,A,1,14,233.919998,240.47
n65536_q32_r300,3,BA,A,1,15,235.167999,241.632
n65536_q32_r300,3,BA,A,1,16,235.231995,241.779
n65536_q32_r300,3,BA,A,1,17,235.264008,241.767
n65536_q32_r300,3,BA,A,1,18,235.103989,241.679
n65536_q32_r300,3,BA,A,1,19,236.063995,242.626
n65536_q32_r300,3,BA,A,1,20,235.871994,242.678
n65536_q32_r300,3,BA,A,1,21,236.063995,242.801
n65536_q32_r300,3,BA,A,1,22,235.967987,242.576
n65536_q32_r300,3,BA,A,1,23,235.199997,241.664
n65536_q32_r300,3,BA,A,1,24,235.231995,241.776
n65536_q32_r300,3,BA,A,1,25,235.328003,241.929
n65536_q32_r300,3,BA,A,1,26,233.919998,240.484
n65536_q32_r300,3,BA,A,1,27,235.231995,241.681
n65536_q32_r300,3,BA,A,1,28,235.231995,241.864
n65536_q32_r300,3,BA,A,1,29,235.967987,242.454
n65536_q32_r300,3,BA,A,1,30,235.167999,242.126
n65536_q32_r300,3,BA,A,1,31,235.64801,242.299
n65536_q32_r300,3,BA,A,1,32,235.231995,241.661
n65536_q32_r300,3,BA,A,1,33,235.199997,241.711
n65536_q32_r300,3,BA,A,1,34,235.136002,241.787
n65536_q32_r300,3,BA,A,1,35,235.231995,241.612
n65536_q32_r300,3,BA,A,1,36,235.29599,240.926
n65536_q32_r300,3,BA,A,1,37,233.951996,239.9
n65536_q32_r300,3,BA,A,1,38,236.639999,242.289
n65536_q32_r300,3,BA,A,1,39,235.199997,240.66
n65536_q32_r300,3,BA,A,1,40,236.287994,241.76
n65536_q32_r300,3,BA,A,1,41,235.231995,241.836
n65536_q32_r300,3,BA,A,1,42,235.360001,241.866
n65536_q32_r300,3,BA,A,1,43,235.807999,242.611
n65536_q32_r300,3,BA,A,1,44,235.967987,242.729
n65536_q32_r300,3,BA,A,1,45,236.031998,242.453
n65536_q32_r300,3,BA,A,1,46,235.231995,241.811
n65536_q32_r300,3,BA,A,1,47,236.031998,242.644
n65536_q32_r300,3,BA,A,1,48,235.29599,241.745
n65536_q32_r300,3,BA,A,1,49,235.231995,241.683
n65536_q32_r300,3,BA,A,1,50,235.328003,241.835
n65536_q32_r300,3,BA,A,1,51,233.824005,240.583
n65536_q32_r300,3,BA,A,1,52,234.208008,240.785
n65536_q32_r300,3,BA,A,1,53,236.416,241.81
n65536_q32_r300,3,BA,A,1,54,234.911987,240.674
n65536_q32_r300,3,BA,A,1,55,237.023987,242.509
n65536_q32_r300,3,BA,A,1,56,235.231995,240.852
n65536_q32_r300,3,BA,A,1,57,235.199997,241.793
n65536_q32_r300,3,BA,A,1,58,233.888,240.759
n65536_q32_r300,3,BA,A,1,59,235.264008,241.643
n65536_q32_r300,3,BA,A,1,60,235.328003,241.686
n65536_q32_r300,3,BA,A,1,61,235.328003,241.009
n65536_q32_r300,3,BA,A,1,62,234.784012,240.323
n65536_q32_r300,3,BA,A,1,63,239.23201,244.779
n65536_q32_r300,3,BA,A,1,64,236.063995,241.61
n65536_q32_r300,3,BA,A,1,65,235.199997,241.662
n65536_q32_r300,3,BA,A,1,66,235.807999,241.826
n65536_q32_r300,3,BA,A,1,67,235.136002,241.652
n65536_q32_r300,3,BA,A,1,68,234.016006,240.704
n65536_q32_r300,3,BA,A,1,69,233.983994,240.477
n65536_q32_r300,3,BA,A,1,70,234.112,240.694
n65536_q32_r300,3,BA,A,1,71,236.0,242.635
n65536_q32_r300,3,BA,A,1,72,235.103989,241.565
n65536_q32_r300,3,BA,A,1,73,234.335999,240.765
n65536_q32_r300,3,BA,A,1,74,235.29599,241.713
n65536_q32_r300,3,BA,A,1,75,235.423996,241.938
n65536_q32_r300,3,BA,A,1,76,235.136002,241.664
n65536_q32_r300,3,BA,A,1,77,234.208008,240.692
n65536_q32_r300,3,BA,A,1,78,234.112,240.562
n65536_q32_r300,3,BA,A,1,79,235.423996,241.829
n65536_q32_r300,3,BA,A,1,80,234.080002,240.611
n65536_q32_r300,3,BA,A,1,81,235.167999,241.6
n65536_q32_r300,3,BA,A,1,82,235.29599,241.772
n65536_q32_r300,3,BA,A,1,83,235.328003,241.815
n65536_q32_r300,3,BA,A,1,84,235.167999,241.687
n65536_q32_r300,3,BA,A,1,85,235.231995,241.716
n65536_q32_r300,3,BA,A,1,86,235.391998,241.816
n65536_q32_r300,3,BA,A,1,87,234.080002,240.807
